Power Level,Prefix Name,Suffix Name,Description
low,Fire Speaker's,of the Fire Speaker,"WHILE, you can extinguish an open flame you can see within 15 ft. by using your action to make a successful Charisma(Persuasion) or Charisma(Intimidation) check. The DC is 10 for a tiny fire and goes up by 3 for each size category greater than tiny (DC 13 for small, DC 16 for medium, etc.)."
low,Fated,of Fates,"While touching this ITEM, you can use an action to speak the name of one creature. If that creature is alive and on the same plane of existence as you the item briefly glows with a faint blue light. This feature cannot be used again until the next dawn."
low,Aquan,of the Aquan,"This ITEM is covered in barnacles and sea shells. WHILE, you can understand and be understood by fish and other aquatic beasts."
low,Swiss Army,of the Swiss Army,"This ITEM has several small, foldable tools incorporated into its construction. As a bonus action, you can unfold or fold one of the following tools: fork, knife, spoon, screwdriver, small file, small scissors, corkscrew, or bottle opener."
low,Draconic,of Dragons,This ITEM was created by a powerful dragon and is infused with some of its power. This ITEM is made from shed dragon scales and talons and grows slightly warm when within 120 ft. of a dragon.
medium,Master Alchemist's,of Alchemy,"WHILE, you have advantage on checks made using alchemist's supplies."
medium,Master Brewer's,of Brewing,"WHILE, you have advantage on checks made using brewer's supplies."
medium,Master Calligrapher's,of Calligraphy,"WHILE, you have advantage on checks made using calligrapher's supplies."
medium,Master Carpenter's,of Carpentry,"WHILE, you have advantage on checks made using carpenter's tools."
medium,Master Cartographer's,of Cartography,"WHILE, you have advantage on checks made using cartographer's tools."
medium,Master Cobbler's,of the Cobbler,"WHILE, you have advantage on checks made using cobbler's tools."
medium,Master Chef's,of the Chef,"WHILE, you have advantage on checks made using cook's utensils."
medium,Master of Disguise's,of Disguise,"WHILE, you have advantage on checks made using a disguise kit."
medium,Master Forger's,of Forgery,"WHILE, you have advantage on checks made using a forgery kit."
medium,Master Glassblower's,of the Glassblower,"WHILE, you have advantage on checks made using glassblower's tools."
medium,Master Herbalist's,of Herbalism,"WHILE, you have advantage on checks made using an herbalism kit."
medium,Master Jeweler's,of the Jeweler,"WHILE, you have advantage on checks made using jeweler's tools."
medium,Master Leatherworker's,of Leatherworking,"WHILE, you have advantage on checks made using leatherworker's tools."
medium,Master Mason's,of Masonry,"WHILE, you have advantage on checks made using mason's tools."
medium,Master Navigator's,of Navigation,"WHILE, you have advantage on checks made using navigator's tools."
medium,Master Painter's,of the Painter,"WHILE, you have advantage on checks made using painter's supplies."
medium,Master Poisoner's,of Poison,"WHILE, you have advantage on checks made using a poisoner's kit."
medium,Master Potter's,of Pottery,"WHILE, you have advantage on checks made using potter's tools."
medium,Master Smith's,of the Smith,"WHILE, you have advantage on checks made using smith's tools."
medium,Master Thieves',of the Thief,"WHILE, you have advantage on checks made using thieves' tools."
medium,Master Tinker's,of the Tinker,"WHILE, you have advantage on checks made using tinker's tools."
medium,Master Weaver's,of Weaving,"WHILE, you have advantage on checks made using weaver's tools."
medium,Master Woodcarver's,of Woodcarving,"WHILE, you have advantage on checks made using woodcarver's tools."
medium,Scribe's,of the Scribe,"WHILE, you can comprehend written text no matter the language."
medium,Wasteland,of the Wastes,This ITEM draws you in the direction of the nearest natural source of water within 10 miles.
medium,Waterwalking,of Waterwalking,"WHILE, you can walk on water as if it was a solid surface."
medium,Observant,of Observations,"WHILE, you are able to see writing that has been obscured or made invisible."
medium,Bound,of the Bound,This ITEM cannot be removed from your possession against your will.
medium,Toasty,of Toastiness,"This ITEM is constantly radiating a dull warmth. WHILE, you do not suffer the negative effects of temperatures as cold as -40 degrees Fahrenheit."
medium,Chill,of Chilliness,"This ITEM is always cold to the touch. WHILE, you do not suffer the negative effects of temperatures as hot as 140 degrees Fahrenheit."
medium,Snake Charmer's,of the Snake Charmer,"Once per day, you can turn this ITEM into a snake. The snake obeys your commands and lasts for one hour. If the snake is killed it does not revert back to its original form and the ITEM is destroyed."
medium,Leaping,of Leaping,"WHILE, the distance and height you can jump is doubled."
medium,Translator's,of Translation,"WHILE, you can understand any spoken language."
medium,Flexible,of Flexibility,"WHILE, you can grant yourself advantage on one Dexterity(Acrobatics) check. This feature cannot be used again until the next dawn."
medium,Zookeeper's,of the Zookeeper,"WHILE, you can grant yourself advantage on one Wisdom(Animal Handling) check. This feature cannot be used again until the next dawn."
medium,Arcanist's,of the Arcanist,"WHILE, you can grant yourself advantage on one Intelligence(Arcana) check. This feature cannot be used again until the next dawn."
medium,Athlete's,of the Athlete,"WHILE, you can grant yourself advantage on one Strength(Athletics) check. This feature cannot be used again until the next dawn."
medium,Liar's,of Lies,"WHILE, you can grant yourself advantage on one Charisma(Deception) check. This feature cannot be used again until the next dawn."
medium,Ancient,of the Ancients,"WHILE, you can grant yourself advantage on one Intelligence(History) check. This feature cannot be used again until the next dawn."
medium,Truth Seeking,of the Truth Seeker,"WHILE, you can grant yourself advantage on one Wisdom(Insight) check. This feature cannot be used again until the next dawn."
medium,Menacing,of Menacing,"WHILE, you can grant yourself advantage on one Charisma(Intimidation) check. This feature cannot be used again until the next dawn."
medium,Inquisitive,of the Inquisition,"WHILE, you can grant yourself advantage on one Intelligence(Investigation) check. This feature cannot be used again until the next dawn."
medium,Healer's,of the Healer,"WHILE, you can grant yourself advantage on one Wisdom(Medicine) check. This feature cannot be used again until the next dawn."
medium,Wild,of the Wilds,"WHILE, you can grant yourself advantage on one Intelligence(Nature) check. This feature cannot be used again until the next dawn."
medium,Eagle's,of Eagles,"WHILE, you can grant yourself advantage on one Wisdom(Perception) check. This feature cannot be used again until the next dawn."
medium,Actor's,of the Actor,"WHILE, you can grant yourself advantage on one Charisma(Performance) check. This feature cannot be used again until the next dawn."
medium,Silver-Tongued,of the Silver Tongue,"WHILE, you can grant yourself advantage on one Charisma(Persuasion) check. This feature cannot be used again until the next dawn."
medium,Devoted,of Devotion,"WHILE, you can grant yourself advantage on one Intelligence(Religion) check. This feature cannot be used again until the next dawn."
medium,Sly,of the Sly,"WHILE, you can grant yourself advantage on one Dexterity(Sleight of Hand) check. This feature cannot be used again until the next dawn."
medium,Shadow,of Shadows,"WHILE, you can grant yourself advantage on one Dexterity(Stealth) check. This feature cannot be used again until the next dawn."
medium,Hunter's,of the Hunt,"WHILE, you can grant yourself advantage on one Wisdom(Survival) check. This feature cannot be used again until the next dawn."
medium,Hidden Sun,of the Hidden Sun,"WHILE, your shadow is cast towards the sun instead of away from it."
medium,Eternal Night,of Eternal Night,Magical darkness emanates from this ITEM out to a range of 10 ft. Covering or concealing the ITEM blocks the darkness just as it would block light.
medium,Tracker's,of Tracking,This ITEM sheds dim green light for 5 ft. Any footprints or tracks made within the last 24 hours are illuminated by this light.
medium,Volcanic,of Volcanoes,This ITEM has cracks that glow the color of lava and is warm to the touch. This ITEM radiates dim light out to a range of 5 ft. All creatures within 5 ft. of the ITEM are unharmed by temperatures as low as -10 degrees Fahrenheit.
medium,Forager's,of Foraging,"WHILE, you have advantage on Wisdom(Survival) checks made to forage for food or water."
medium,Climber's,of Climbing,"WHILE, you have advantage on Strength(Athletics) checks made to climb."
medium,Graceful,of Gracefulness,"WHILE, when you take damage from falling, you can use your reaction to reduce the damage from falling by 1d6."
medium,Perfectly Balanced,of Perfect Balance,"WHILE, you have advantage on checks or saving throws made to keep your balance."
medium,Field Medic's,of Field Medicine,"WHILE, you have advantage on Wisdom(Medicine) checks made to stabilize a dying creature."
medium,Replenishing,of Replenishing,"As an action, you can use this ITEM to create 1 gallon of freshwater. This feature cannot be used again until the next dawn."
medium,Catering,of Catering,"As an action, you can use this ITEM to create one day's worth of food for one creature."
medium,Shifting,of Shifting,"As an action, you can change this ITEM's appearance to that of another object of a similar size and shape. The change is illusory and does not stand up to physical inspection."
medium,Purifying,of Purification,"WHILE, you have advantage on checks or saving throws made to resist disease."
medium,Sanctified,of Sanctification,"WHILE, you have advantage on checks or saving throws made to resist curses."
medium,Nullifying,of Nullification,"WHILE, when you take poison damage, you can use your reaction to reduce the poison damage by 1d6."
medium,Grounded,of Grounding,"WHILE, when you take lightning damage, you can use your reaction to reduce the lightning damage by 1d6."
medium,Neutralizing,of Neutralization,"WHILE, when you take acid damage, you can use your reaction to reduce the acid damage by 1d6."
medium,Insulated,of Insulation,"WHILE, when you take cold damage, you can use your reaction to reduce the cold damage by 1d6."
medium,Flame Retardant,of Fire Proofing,"WHILE, when you take fire damage, you can use your reaction to reduce the fire damage by 1d6."
medium,Hellish,of the Hells,"WHILE, when you take radiant damage, you can use your reaction to reduce the radiant damage by 1d6."
medium,Holy,of the Holy,"WHILE, when you take necrotic damage, you can use your reaction to reduce the necrotic damage by 1d6."
medium,Soundproof,of Soundproofing,"WHILE, when you take thunder damage, you can use your reaction to reduce the thunder damage by 1d6."
medium,Shielded,of Shielding,"WHILE, when you take force damage, you can use your reaction to reduce the force damage by 1d6."
medium,Focused,of the Focused Mind,"WHILE, when you take psychic damage, you can use your reaction to reduce the psychic damage by 1d6."
medium,Con Man's,of the Con Man,"As an action, you can shift this ITEM's appearance to look neglected (dented, cracked, rusted, etc.), normal (like an average ITEM of its type), or luxurious (pristine, well made, fine materials, etc.). The ITEM functions the same in each form."
medium,Pocket,of the Pocket Dimension,"As an action, you can stow or retrieve this ITEM from an extradimensional space. You must be touching the ITEM to stow it and only the person who stowed the ITEM can retrieve it. When retrieving the ITEM, it appears in your hand or in an empty space that you can see within 5 ft. of you."
medium,Wanderer's,of the Wanderer,"WHILE, you can recall and retrace the exact path you've traveled for the last mile."
medium,Cavalry,of the Cavalry,"WHILE, you have advantage on checks or saving throws made to control or stay mounted upon a beast you are riding."
medium,Mirrored,of Mirror Image,"This ITEM projects an illusory copy of itself, slightly obfuscating its actual position. Checks made to disarm or steal this ITEM from its owner are made with disadvantage."
medium,Runner's,of Running,"WHILE, your walking speed increases by 5 ft."
medium,Invisible,of Invisibility,"WHILE, this ITEM is invisible."
medium,Critical Success,of Critical Success,"WHILE, when a creature you can see within 30 ft. rolls an attack, ability check, or saving throw, you can use your reaction to change the number rolled to a 20. This feature cannot be used again until the next dawn."
medium,Critical Failure,of Critical Failure,"WHILE, when a creature you can see within 30 ft. rolls an attack, ability check, or saving throw, you can use your reaction to change the number rolled to a 1. This feature cannot be used again until the next dawn."
medium,Average,of Averages,"WHILE, when a creature you can see within 30 ft. rolls an attack, ability check, or saving throw, you can use your reaction to change the number rolled to a 10. This feature cannot be used again until the next dawn."
medium,Untiring,of the Untiring,"WHILE, you have advantage on saves made to resist exhaustion or being put to sleep."
medium,Folding,of Folding,"As an action, you can repeatedly fold this ITEM, causing it to become a tiny replica of itself that can fit in the palm of your hand and weighing one pound. You can use an action to unfold this ITEM to its original size, provided there is enough unoccupied space within 5 ft. of you to fit the full-sized item."
medium,Greedy,of Greed,"As an action, you can bribe this ITEM into helping you. For every 5gp given to this ITEM, you gain a +1 bonus on your next attack, ability check, or saving throw, up to a maximum of +5. Any currency given to this item is absorbed by it and is irretrievable."
medium,Cryptid Hunter's,of the Cryptid Hunter,"WHILE, you have advantage on checks made to track or recall lore about monstrosities."
medium,Monster Hunter's,of the Monster Hunter,"WHILE, you have advantage on checks made to track or recall lore about aberrations."
medium,Wild Hunt,of the Wild Hunt,"WHILE, you have advantage on checks made to track or recall lore about beasts."
medium,Celestial Warden's,of the Celestial Warden,"WHILE, you have advantage on checks made to track or recall lore about celestials."
medium,Clockwork Hunter's,of the Clockwork Hunter,"WHILE, you have advantage on checks made to track or recall lore about constructs."
medium,Dragon Hunter's,of the Dragon Hunter,"WHILE, you have advantage on checks made to track or recall lore about dragons."
medium,Elemental Warden's,of the Elemental Warden,"WHILE, you have advantage on checks made to track or recall lore about elementals."
medium,Fey Warden's,of the Fey Warden,"WHILE, you have advantage on checks made to track or recall lore about fey."
medium,Demon Hunter's,of the Demon Hunter,"WHILE, you have advantage on checks made to track or recall lore about fiends."
medium,Giant Hunter's,of the Giant Hunter,"WHILE, you have advantage on checks made to track or recall lore about giants."
medium,Perfect Game Hunter's,of the Perfect Game,"WHILE, you have advantage on checks made to track or recall lore about humanoids."
medium,Ooze Exterminator's,of Ooze Extermination,"WHILE, you have advantage on checks made to track or recall lore about oozes."
medium,Gardener's,of the Gardener,"WHILE, you have advantage on checks made to track or recall lore about plants."
medium,Death Warden's,of the Death Warden,"WHILE, you have advantage on checks made to track or recall lore about undead."
medium,Rock Climber's,of Rock Climbing,"WHILE, you have a climbing speed of 20 ft."
medium,Nightshade,of the Nightshade,"WHILE, you have a +1 bonus to all skill checks made between sunset and sunrise."
medium,Heavy Metal,of Heavy Metal,"This ITEM is constantly emanating badass heavy metal music. WHILE, you can grant yourself advantage on one weapon attack per turn but you also have disadvantage on Dexterity(Stealth) checks."
medium,Genteel,of the Gentry,"This ITEM bears the crest of an old noble house. WHILE, people tend to view you as upper-class or wealthy. You have advantage on checks made to interact or blend in with nobility, royalty, or the exceptionally wealthy."
medium,Blue Collar,of the Working Class,"This ITEM is sturdy and well-worn. WHILE, people tend to view you as a member of the working class or a ""salt of the earth"" person. You have advantage on checks made to interact or blend in with blue collar or working class people."
medium,Red Button,with a Little Red Button,"This ITEM has a little red button incorporated into its construction. Pressing the button causes the item to explode, destroying the item. Each creature within 20 ft. of the item must make a DC 13 Dexterity saving throw, taking 6d6 fire damage on a failure or half damage on a success."
medium,Moonsight,of Moonsight,"WHILE, you can sense the true form of any shapeshifter you can see within 30 ft."
medium,Curse Detecting,of Curse Detection,"WHILE, you can spend 1 minute examining a creature or object within 5 ft. of you. At the end of your examination you learn the nature of any curses affecting that creature or object as well as the type of the creature that bestowed each curse (if applicable)."
mundane,Hive Queen's,of the Hive Queen,"This ITEM always smells faintly of wild flowers. WHILE, any nearby bees are drawn to you. The bees are not hostile towards you."
mundane,Rainbow,of Rainbows,"WHILE, you can change its color at will."
mundane,Spider Queen's,of the Spider Queen,Nearby spiders are drawn to you WHILE. The spiders are not hostile towards you.
mundane,Meadow,of Meadows,"This ITEM smells of wildflowers and, while equipped, small flowers and plants grow wherever you step."
mundane,Mysterious,of Mystery,A light fog constantly swirls around your feet WHILE.
mundane,Clockwork,of the Clockwork,A faint ticking sound can be heard emanating from this ITEM.
mundane,Siren's,of the Siren,The faint sounds of ethereal singing can be heard emanating from this ITEM.
mundane,Sunken,of the Sunken,This ITEM is always covered in barnacles and dripping salt water.
mundane,Buried,of the Buried,Bits of dust and rock are constantly falling from this ITEM.
mundane,Ocean Breeze,of the Ocean Breeze,"WHILE, your hair and clothing move as if blown by a soft breeze. You are also surrounded by the faint smell of the ocean."
mundane,Featherlight,of Feathers,This ITEM is lighter than expected. While not being worn or carried this ITEM will hover about 3 feet off the ground. It cannot support any weight beyond its own.
mundane,Rat Prince's,of the Rat Prince,"WHILE, nearby rats and mice are drawn to you. The rats and mice are not hostile towards your or anyone near you."
mundane,Wandering,of Wandering,While not being worn or carried this ITEM will move at a rate of 5 ft. per hour. It always moves in the same direction.
mundane,Watchful,of Watching,This ITEM has a singular eye painted or carved onto its surface. The eye seems to follow the nearest creature it can see.
mundane,Electric,of Electricity,Harmless streaks of electric energy occasionally dance across this ITEM.
mundane,Ethereal,of the Ethereal,"Although solid to the touch, this ITEM is slightly transparent, as though not fully a part of this plane of existence."
mundane,Herald's,of the Herald,"WHILE, your eyes glow with a bright, white light and your voice sounds as though there is another entity speaking through you."
mundane,Dramatic,of Drama,"WHILE, your clothes constantly billow as if by a firm breeze."
mundane,Patchwork,of Patches,This ITEM is made from mismatched spare parts salvaged from many other items. It is quite sturdy despite its ramshackle appearance.
mundane,Chameleon,of the Chameleon,"While at rest, this ITEM's appearance changes to perfectly mimic its surroundings."
mundane,Dense,of Density,This ITEM weighs twice as much as a normal ITEM of its type and size.
mundane,Lightweight,of Light Weight,This ITEM weighs half as much as a normal ITEM of its type and size.
mundane,Stained Glass,of Stained Glass,"This ITEM is made of solid, beautiful stained glass. Despite its glass construction, the item is functional and strong, as if made from steel."
mundane,Nature's,of Nature,"This ITEM is made entirely of wood and vines. It looks more like it was grown rather than constructed. Despite its organic construction, the item is functional and strong, as if made from steel."
mundane,Crystalline,of Crystals,"This ITEM is made entirely from clear crystals. Despite its crystalline construction, the item is functional and strong, as if made from steel."
mundane,Bone Collector's,of the Bone Collector,"This ITEM is made entirely from various animal bones. Despite its strange construction, the item is functional and strong, as if made from steel."
mundane,Living Ice,of Living Ice,"This ITEM made entirely of ice. The ice is cool to the touch and does not melt. Despite its strange construction, the item is functional and strong, as if made from steel."
mundane,Flaming,of Flames,"This ITEM is constantly wreathed in harmless, illusory flames."
mundane,Smoldering,of Smoldering,"This ITEM is always warm to the touch and smells faintly of sulfur. WHILE, harmless smoke constantly rises from it."
mundane,Chitinous,of Chitin,"This ITEM is made from the hard shell or exoskeleton of some kind of creature. Despite its chitinous construction, the item is functional and strong, as if made from steel."
mundane,Charred,of the Fire,"This ITEM is badly burned as if it survived a horrible fire. All attempts to repair it fail. Despite its charred, damaged appearance, the item is functional and strong, as if made from steel."
mundane,Starry,of Stars,"This ITEM is as black as the night sky and, every once in a while, a shooting star will streak across its surface."
mundane,Last Light,of the Last Light,"This ITEM glows faintly, shedding dim light for 5 ft., but only when there are no other light sources available."
mundane,Aberrant,of Aberration,"This ITEM was created by a powerful aberration and was infused with some of its power. When this ITEM is viewed from the corner of the eye, it appears to be moving in strange, unnatural ways."
mundane,Far Realm,of the Far Realms,"Each dawn a new, unfamiliar constellation appears carved into this ITEM."
mundane,Confident,of Confidence,"WHILE, you feel confident in yourself and your abilities."
mundane,Positive,of Positivity,"WHILE, you feel optimistic about what the future may hold."
mundane,Foul-Mouthed,of the Foul-Mouthed,"WHILE, curses, swear words, and insults that you say can be understood by anyone who can hear you, provided that they understand at least one language."
mundane,Elf-Cursing,of Elven Curses,"This ITEM has Elven script carved or inscribed upon it. WHILE, you know several curses and insults from the elven language and can say them as if you were fluent in that language."
mundane,Orc-Cursing,of Orcish Curses,"This ITEM has Orcish writing carved or inscribed upon it. WHILE, you know several curses and insults from the orcish language and can say them as if you were fluent in that language."
mundane,Dwarf-Cursing,of Dwarven Curses,"This ITEM has Dwarven runes carved or inscribed upon it. WHILE, you know several curses and insults from the dwarven language and can say them as if you were fluent in that language."
mundane,Gnome-Cursing,of Gnomish Curses,"This ITEM has Gnomish writing carved or inscribed upon it. WHILE, you know several curses and insults from the gnomish language and can say them as if you were fluent in that language."
mundane,Halfling-Cursing,of Halfling Curses,"This ITEM has Halfling script carved or inscribed upon it. WHILE, you know several curses and insults from the halfling language and can say them as if you were fluent in that language."
mundane,Giant-Cursing,of Giant Curses,"This ITEM has Giant runes carved or inscribed upon it. WHILE, you know several curses and insults from the giant language and can say them as if you were fluent in that language."
mundane,Goblin-Cursing,of Goblin Curses,"This ITEM has Goblin writing carved or inscribed upon it. WHILE, you know several curses and insults from the goblin language and can say them as if you were fluent in that language."
mundane,Outgoing,of the Extrovert,"WHILE, you feel friendly and talkative."
mundane,True North,of True North,"When this ITEM is left on a flat surface, it slowly turns until it is pointing north."
mundane,Locust Plague,of Locusts,Beetles and other insects are drawn to this ITEM. The insects are not hostile.
mundane,Ant Colony's,of the Colony,Ants are drawn to this ITEM. The ants are not hostile.
mundane,Spicy,of Spicy Foods,"WHILE, you can consume even the spiciest food without adverse issues."
mundane,Aquan,of Aquan,Fish and other marine animals are drawn to this item.
mundane,Melodramatic,of Dramatic Entrances,"WHILE, when you open a door, a dramatic wind blows past you through the doorway."
mundane,Fragrant,of Fragrance,"WHILE, you always smell faintly of sandalwood and vanilla."
mundane,Pristine,of the Pristine,This ITEM never gets dirty.
mundane,Notched,of Notches,"This ITEM has 1d10 notches carved into it when you find it. WHILE, each time you kill a creature using an attack or spell, another notch magically appears on the ITEM."
mundane,Mood,of Shifting Moods,"WHILE, this ITEM changes color based on your mood. For example, it may turn red when you're angry, blue when you're sad, green when you're happy, and so on."
mundane,Paradoxical,of the Paradox,"This ITEM is constructed in a way that seems to defy physics or creates some kind of optical illusion when looking at it. Despite its strange construction, the ITEM is functional and strong, as if made from steel."
mundane,Origami,of Origami,"This ITEM seems to be made of folded paper. Despite its strange construction, the item is functional and strong, as if made from iron."
mundane,Matching,of Matching,"This ITEM has a clear gem embedded in it. WHILE, the gem changes color to match your eyes."
mundane,Fractured,of Fracturing,"This ITEM is broken into several pieces that are held together via an invisible force. Despite its strange construction, the ITEM is functional and strong, as if made of steel."
mundane,Countdown,of the Ticking Clock,"When this ITEM is found, roll a d100. The number rolled is carved or inscribed somewhere on this ITEM. Each dawn, the number is reduced by 1. Your GM determines what happens when the countdown reaches 0."
mundane,Exaggerated,of Exaggeration,"When used, this ITEM emits exaggerated sound effects causing everything it does to sound more dramatic and exciting."
mundane,Many-Eyed,of Eyes,This ITEM has several eyes carved or inscribed upon it. Each eye follows nearby creatures and blinks occaisonally.
mundane,Toothy,of Teeth,"This ITEM is made from an alarming number of teeth. Despite its strange construction, the item is functional and strong, as if made from steel."
mundane,Celestial,of Celestials,"This ITEM was created by a powerful celestial and was infused with some of its power. This ITEM is half the normal weight and inscribed with feathered wings, suns, and other symbols of good. Fiends find the item’s presence repulsive."
mundane,Drow,of the Drow,This ITEM was created by a powerful drow and is infused with some of their power. This ITEM is half the normal weight and is inscribed with spiders and webs. It seems to recoil when exposed to sunlight.
mundane,Dwarven,of the Dwarves,This ITEM was created by a powerful dwarf and is infused with some of their power. This ITEM is durable and has Dwarven runes worked into its design. It hums quietly when underground.
mundane,Elven,of the Elves,"This ITEM was created by a powerful elf and is infused with some of their power. This ITEM is half the normal weight and is adorned with leaves, vines, and other symbols of nature. It glows faintly when in old forests."
mundane,Fae,of the Fae,"This ITEM was created by a powerful fae being and is infused with some of their power. This ITEM is exquisitely crafted from the finest materials and glows with a pale radiance in moonlight, shedding dim light in a 5-foot radius."
mundane,Fiendish,of the Fiend,"This ITEM was created by a powerful fiend and is infused with some of its power. This ITEM is made of black iron or horn inscribed with runes, and any cloth or leather components are crafted from the hide of fiends. It is warm to the touch and celestials find the item’s presence repulsive."
mundane,Giant,of the Giants,"This ITEM was created by a powerful giant and is infused with some of its power. This ITEM is slightly larger than normal and has giant runes carved or inscribed upon it. WHILE, you appear slightly taller than you actually are."
mundane,Undead,of the Undead,"This ITEM was created by a powerful undead and is infused with some of its power. This ITEM incorporates imagery of death, such as bones and skulls, and it might be crafted from parts of corpses. It feels cold to the touch."
mundane,Inscribed,of Inscriptions,"This ITEM has a secret message inscribed upon it that is only visible in moonlight. Your GM can choose one of the following messages or create their own: ""The lake. Full moon. Join us."", ""The Silver Queen shall rise again!"", ""Present this coupon for 1 free ride."""
